State,Suburb,Brand,address,Postcode,Phone,E10,Regular,91 Octane,98 Octane,LPG,Diesel,Biodiesel,Premium Diesel,Eftpos,Workshop,24 Hours,Car wash,Disabled Toilet,ATM,BBQ Gas,Truckstop,Starcash,E-FLEX,95 Octane,Longitude,Latitude
SA,LARGS NRTH,INDEPENDENT,ADELAIDE MARINA,5016,08 83861055,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,138.506512,-34.822802
NSW,MURRUMBATEMAN,CALTEX,2-22 EAST ST,2582,02 62275068,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,149.02982,-34.96965
VIC,WODONGA,CALTEX,157 MELBOURNE RD CNR MORRISON ST,3690,02 60244655,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,1,Y,N,Y,146.872714,-36.118176
NSW,ALBURY,CALTEX,DEAN ST CNR CREEK ST,2640,02 60212718,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,146.910245,-36.079723
WA,BYFORD,CALTEX,SOUTH WEST HWAY CNR NETTLETON RD,6122,08 95251033,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,7,Y,N,Y,116.007977,-32.226416
NSW,MOAMA,CALTEX,73 MENINYA ST,2731,03 54821207,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,144.752819,-36.108286
VIC,BOX HILL,CALTEX SAFEWAY,793-797 WHITEHORSE RD,3128,03 98902640,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,145.111085,-37.816351
QLD,MT CARBINE,INDEPENDENT,1 BAIRD STREET,4871,07 40943043,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,145.132283,-16.527424
NSW,APPIN,WOOLWORTHS CALTEX,136 APPIN RD,2560,02 46312337,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,150.789711,-34.194901
NSW,WELLINGTON,WOOLWORTHS CALTEX,79 LEE ST,2820,02 68453746,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,148.941099,-32.548786
QLD,INNISFAIL,WOOLWORTHS CALTEX,161 EDITH ST BRUCE HWY CNR GLADY ST,4860,07 40613120,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,146.021306,-17.523589
SA,PORT LINCOLN,CALTEX,30 HALLETT PLACE,5606,08 86823024,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,135.854856,-34.719635
QLD,MILES,CALTEX,MCNAULTY STREET,4415,07 4662 2688,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,150.184689,-26.66121
VIC,DROMANA,CALTEX,107 POINT NEPEAN RD,3936,03 93022822,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,144.970824,-38.329917
QLD,WEST BURLEIGH,CALTEX,TSIPURA DR CNR TALLEBUDGERA CRK RD,4220,07 55766422,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,153.440687,-28.110193
VIC,HILLSIDE,CALTEX,575 MELTON HWY,3037,03 8390 9458,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,144.75621,-37.693467
WA,BALCATTA,CALTEX,229 BALCATTA RD CNR KENHELM ST,6021,08 92402808,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,1,N,N,Y,115.81912,-31.86248
WA,KWINANA,CALTEX,BEACH RD CNR MANDURAH RD,6167,0419 513228,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,115.782561,-32.24554
TAS,PORT ARTHUR,INDEPENDENT,6959 ARTHUR HWY,7182,03 62502220,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,147.850762,-43.139844
WA,MANDURAH,CALTEX,2 RAFFERTY RD CNR RESERVE DR,6210,08 95355054,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,1,N,N,Y,115.74379,-32.5172
WA,MOORA,INDEPENDENT,96 GARDINER ST,6510,08 96511397,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,116.009215,-30.639288
WA,NARROGIN,CALTEX,12 CLAYTON RD,6312,08 98811586,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,117.174119,-32.93094
WA,WELSHPOOL,CALTEX,113-119 KURNALL RD,6106,08 93589200,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,1,N,N,Y,115.960476,-31.991186
WA,WELSHPOOL,CALTEX,113-119 KURNALL RD,6106,08 93589200,N,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,1,N,N,Y,115.960476,-31.991186
VIC,HEALESVILLE,CALTEX,370 MAROONDAH HWY,3777,03 59622442,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,145.523525,-37.650341
NSW,BALRANALD,CALTEX,203 MARKET STREET,2715,03 50200309,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,143.553578,-34.631981
NSW,BEGA,CALTEX,36-40 LAGOON ST,2550,02 64921833,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,149.841434,-36.670079
SA,KINGSTON,INDEPENDENT,2 AGNES ST,5275,08 87672209,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,139.859778,-36.827867
WA,BALINGUP,INDEPENDENT,SOUTH WEST HIGHWAY,6253,08 97641051,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,115.983928,-33.784001
SA,COWELL,INDEPENDENT,LINCOLN HIGHWAY,5602,08 86292156,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,136.92236,-33.682991
SA,PENNG,CALTEX,EYRE HWY,5690,08 86251012,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,2,N,N,Y,133.009539,-31.928295
SA,PORT AUGUSTA,CALTEX,OLD TARCOOLA RD,5700,08 86411711,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,137.738889,-32.470894
QLD,YEPPOON,INDEPENDENT,6 BURNETT,4703,07 49391410,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,150.740973,-23.133995
QLD,JINDALEE,CALTEX,4 CURRAGUNDI RD,4074,07 32795010,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,152.941785,-27.53641
SA,PORT LINCOLN,CALTEX,51-63 VERRAN TERRACE,5606,08 86822955,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,135.856411,-34.732666
SA,PORT LINCOLN,CALTEX,SOUTH QUAY BLVD WHARF,5606,08 86822955,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,135.871905,-34.743255
SA,WUDINNA,CALTEX,EYRE HIGHWAY,5652,08 86802157,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,135.465251,-33.054097
VIC,TARWIN LOWER,INDEPENDENT,49 RIVER DRIVE,3956,03 56635333,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,145.869006,-38.701206
TAS,LEWISHAM,INDEPENDENT,96 LEWISHAM SCENIC DRIVE,7173,02 62658272,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,147.607212,-42.829178
WA,WUBIN,INDEPENDENT,LOT 16 GREAT NRTHERN HIGHWAY,6612,08 96641013,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,2,N,N,N,116.633253,-30.108187
NSW,MORUYA,CALTEX,80-84 CAMPBELL STREET,2537,02 44742002,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,150.079938,-35.912044
NSW,GRANVILLE,CALTEX,144 PARRAMATTA RD CNR BOLD STREET,2142,02 96374227,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,151.010867,-33.830401
NSW,TABULAM,AMPOL,8597-8601 BRUXNER HWY,2469,02 66661204,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,152.569164,-28.887774
VIC,WENDOUREE,CALTEX,921-923 HOWITT STREET,3355,03 53381844,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,143.841614,-37.541588
NSW,URBENVILLE,INDEPENDENT,43 URBEN STREET,2475,02 66341211,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,152.548238,-28.472577
WA,THORNLIE,CALTEX,316 SPENCER RD,6108,08 94592398,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,115.961594,-32.055736
SA,STANSBURY,INDEPENDENT,WEAVER ST,5582,08 88524103,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,137.797544,-34.910137
VIC,CRAIGIEBURN,CALTEX,HUME HWY BTWN PATULLOS & POTTER STS,3064,03 93055553,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,7,N,N,Y,144.946365,-37.614687
VIC,BENDIGO,CALTEX,224-226 MCCRAE ST,3550,03 54416580,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,144.288499,-36.75252
VIC,ROCHESTER,CALTEX,38-40 BRIDGE RD,3561,03 54842282,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,144.708189,-36.358514
TAS,SHEFFIELD,CALTEX,54 MAIN ST,7306,03 6491 1107,N,Y,N,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,Y,146.324708,-41.382185
NSW,COOMA,CALTEX,POLO FLAT ROAD,2630,02 64524935,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,2,N,N,Y,149.14804,-36.224481
VIC,CASTLEMAINE,CALTEX,45 JOHNSTONE ST,3450,03 54724805,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,144.210516,-37.071291
VIC,BUXTON,INDEPENDENT,2220 MAROONDAH HWY,3711,03 57747451,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,145.708792,-37.420302
NSW,YASS,CALTEX WOOLWORTHS,228 COMUR ST,2582,02 62261542,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,148.913864,-34.845
WA,DOMESTIC PRECINCT PERTH AIRPORT,INDEPENDENT,SOUTHERN PERIMETER LINK RD,6000,08 93518881,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,115.958314,-31.932094
WA,NWERGUP,CALTEX,2624 WANNEROO ROAD,6032,08 94075309,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,4,Y,N,Y,115.719043,-31.627136
VIC,HORSHAM,CALTEX,88 STAWELL RD CNR WESTERN HIGHWAY,3400,03 53826948,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,6,N,N,N,142.204764,-36.732775
VIC,YARRAWONGA,CALTEX,53-55 TELFORD ST CNR GILMORE ST,3730,03 57442119,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,146.004325,-36.018103
NSW,NEW LAMBTON,CALTEX WOOLWORTHS,148 BRIDGES RD,2305,02 49562610,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,151.714033,-32.932716
VIC,MYRTLEFORD,CALTEX,59 MYRTLE STREET,3737,03 57521196,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,146.72534,-36.561876
NSW,GLEN INNES,WOOLWORTHS CALTEX,143 MEADE ST,2370,02 67325719,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,151.737913,-29.73739
QLD,UNDERWOOD,WOOLWORTHS CALTEX,3215 LOGAN RD CNR BEENLEIGH RD,4119,07 33414281,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,153.108479,-27.607729
QLD,TOOWOOMBA,WOOLWORTHS CALTEX,629 RUTHVEN ST CNR JAMES ST,4350,07 46131608,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,151.952416,-27.568455
NSW,BYRON BAY,WOOLWORTHS CALTEX,76-78 SHIRLEY ST,2481,02 66856213,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,153.603434,-28.639698
QLD,BROOKWATER,CALTEX,7001 AUGUSTA PARKWAY,4300,07 38146486,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,152.893275,-27.668244
QLD,PLAINLAND,CALTEX,4414 WARREGO HWY CNR GHERKE RD,4341,07 54114386,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,152.424492,-27.564138
VIC,MALLACOOTA,CALTEX,40-42 MAURICE AVE,3892,03 51580354,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,149.755735,-37.558513
VIC,LAKES ENTRANCE,CALTEX,413 THE ESPLANADE,3909,03 51551614,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,147.987663,-37.880584
NSW,COONABARABRAN,CALTEX WOOLWORTHS,85-87 JOHN STREET,2357,02 68421340,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,149.276963,-31.272455
SA,RENMARK,CALTEX,CNR EIGHTEENTH ST & RENMARK AVE,5341,08 85866883,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,140.745387,-34.175244
NSW,BROKEN HILL,CALTEX,73-87 OXIDE ST CNR BERYL ST,2880,08 80882160,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,141.465636,-31.955079
NSW,BALRANALD,CALTEX,STURT HIGHWAY,2715,03 50201382,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,7,N,N,Y,143.553693,-34.631991
VIC,MELTON,SAFEWAY CALTEX,66-84 HIGH ST CNR MELTON HWY,3337,03 87462798,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,144.603469,-37.689893
SA,PORT BROUGHTON,INDEPENDENT,20 BAY STREET,5522,0428 356928,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,137.93308,-33.600744
SA,TARLEE,INDEPENDENT,23 GILBERT ROAD,5411,08 85285281,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,138.746413,-34.158387
NSW,SEVEN HILLS,WOOLWORTHS CALTEX,1/155 PROSPECT HWY,2147,02 96204057,Y,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,150.942347,-33.769056
NSW,UMINA,WOOLWORTHS CALTEX,WEST ST CNR OCEAN BEACH RD,2257,02 43421846,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,151.317085,-33.520963
NSW,TAMWORTH,CALTEX,109 GUNNEDAH ROAD,2340,02 67652677,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,150.896138,-31.098515
NSW,DUBBO,CALTEX,60-64 WINDSOR PARADE,2830,02 68842464,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,148.631984,-32.254279
QLD,NRTH TAMBORINE,INDEPENDENT,41 MAIN ST,4272,07 55451214,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,153.185901,-27.923807
VIC,SOUTH YARRA,CALTEX SAFEWAY,262-268 PUNT RD CNR COMMERCIAL RD,3141,03 98201881,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,144.9854,-37.845427
VIC,KILSYTH,CALTEX,92-94 CANTERBURY RD CNR LIVERPOOL R,3137,03 97281255,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,145.317369,-37.818469
NSW,GLOUCESTER,CALTEX,141 CHURCH ST,2422,02 65581815,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,1,N,N,Y,151.958029,-32.012468
NSW,WINGHAM,CALTEX,ISABELLA ST CNR PRIMROSE ST,2429,02 65530144,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,152.371651,-31.868269
WA,WONGAN HILLS,INDEPENDENT,244 WONGAN ROAD,6603,08 96221413,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,116.714885,-30.890368
NSW,CUNDLETOWN,CALTEX,OLD PACIFIC HIGHWAY,2430,02 65539211,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,152.506475,-31.893265
NSW,REVESBY,CALTEX WOOLWORTHS,181 THE RIVER RD CNR URANUS RD,2212,02 97731961,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,151.017072,-33.955717
QLD,ARCHER RIVER,INDEPENDENT,LOT 1 PENNISULA DEVT RD VIA COEN,4895,07 40603266,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,142.942417,-13.438035
QLD,COEN,INDEPENDENT,32 REGENT STREET,4871,07 40601134,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,143.199922,-13.944274
QLD,MUSGRAVE,INDEPENDENT,PENNISULA DEVELOPMENT ROAD,4895,07 40603229,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,143.504098,-14.781716
QLD,CURRIMUNDI,CALTEX,744-746 NICKLIN WAY,4551,07 54937055,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,153.12327,-26.771622
QLD,SUNNYBANK HILLS,CALTEX WOOLWORTHS,297 PINELANDS RD,4109,07 32737477,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,153.056365,-27.602189
QLD,BUNDABERG,CALTEX,284 GOODWOOD RD,4670,07 41527666,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,1,N,N,Y,152.364175,-24.899635
NSW,MURWILLUMBAH,CALTEX,1-7 BUCHANAN ST,2484,02 66726266,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,153.409312,-28.326898
VIC,KEW,CALTEX SAFEWAY,115 WILLSMERE RD CNR EARL ST,3101,03 98537071,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,145.035798,-37.795294
NSW,GUNNEDAH,CALTEX,21 ABBOTT ST,2380,02 67425733,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,150.255805,-30.980216
TAS,BAGDAD,CALTEX,MIDLANDS HIGHWAY,7030,03 62686160,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,1,N,N,Y,147.223195,-42.631875
NSW,WOY WOY,CALTEX,66 MEMORIAL AVENUE,2256,02 43431711,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,151.331327,-33.506893
NSW,KARIONG,CALTEX,LOT 2 LANGFORD DRIVE CNR MITCHELL D,2250,02 43404171,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,151.293708,-33.439249
QLD,GRACEMERE,CALTEX,CNR SOMERSET RD & MACQUARIE ST,4702,07 4927 2629,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,1,N,N,N,150.436723,-23.446701
VIC,LOCH,INDEPENDENT,29 VICTORIA STREET,3945,03 56594360,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,145.820769,-38.431377
TAS,SOUTH HOBART,CALTEX,272 MACQUARIE ST,7004,03 62231430,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,147.319742,-42.890985
WA,HARVEY,CALTEX,46 SOUTHWEST HWY,6220,08 97291256,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,115.905472,-33.082594
QLD,WANDOAN,CALTEX,ZUPP RD & JERRARD ST,4419,07 4662 2688,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,1,N,N,N,149.962239,-26.126238
NSW,DURAL,CALTEX WOOLWORTHS,917-923 OLD NRTHERN RD,2158,02 96514457,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,151.028159,-33.683057
TAS,PREMAYDENA,INDEPENDENT,RA 1 SALTWATER RIVER ROAD,7185,03 62503599,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,147.772964,-43.054709
VIC,BACCHUS MARSH,INDEPENDENT,SHOP12 CNR 151 GISBORNE RD & GREY S,3340,03 53674848,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,144.441681,-37.659497
SA,POORAKA,CALTEX WOOLWORTHS,898 MAIN NRTH RD,5095,08 83497517,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,138.617571,-34.824385
NSW,EDEN,CALTEX,159 IMLAY ST,2551,02 64961535,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,149.904906,-37.062942
SA,NRMANVILLE,INDEPENDENT,81A MAIN ROAD,5204,08 85583185,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,138.318065,-35.447048
NSW,MUDGEE,CALTEX WOOLWORTHS,114-116 CHURCH ST,2850,02 63722388,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,149.587857,-32.594465
VIC,SEBASTOPOL,CALTEX,76-82 ALBERT STREET,3356,03 53359476,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,143.840763,-37.588544
QLD,LABRADOR NRTH,CALTEX WOOLWORTHS,150 BRISBANE RD,4215,07 55371744,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,153.390698,-27.934686
VIC,CHILTERN,INDEPENDENT,13-17 CONNESS ST,3683,03 57261260,N,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,146.609498,-36.151177
QLD,ALLIGATOR CREEK,CALTEX,1 ALLENDALE DR,4816,07 47788377,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,7,Y,N,Y,146.928278,-19.382051
QLD,LABRADOR,CALTEX,69 FRANK ST CNR CENTRAL ST,4215,07 55322477,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,153.408589,-27.949902
QLD,LYTTON,CALTEX,2 KITE ST PORT OF BRISBANE,4178,07 3909 3360,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,4,N,N,Y,153.164485,-27.40486
WA,GERALDTON,CALTEX,CNR MULLEWA & RIFLE RANGE RDS,6530,08 99209999,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,114.629346,-28.784336
WA,GERALDTON,CALTEX,381 CHAPMAN ROAD,6530,08 99230444,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,114.622511,-28.741765
WA,WARNBRO,WOOLWORTHS CALTEX,202 WARNBRO SOUND AVE,6169,08 95941902,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,115.761146,-32.345854
QLD,ROMA,WOOLWORTHS CALTEX,20 BOWEN ST CNR GREGORY ST,4455,07 46228370,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,148.79318,-26.574317
VIC,CHELSEA,SAFEWAY CALTEX,469-472 NEPEAN HWY,3196,03 97720843,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,145.117652,-38.056499
WA,BENCUBBIN,INDEPENDENT,2 KOORDA BULLFINCH ROAD,6477,08 99208000,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,117.86135,-30.81009
NSW,ARMIDALE,CALTEX,6-8 QUEEN ELIZABETH DR,2350,02 67723744,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,151.651121,-30.503505
NSW,BRUNSWICK HEADS,CALTEX,5 TWEED ST,2483,02 66851718,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,153.548578,-28.537795
NSW,BERKSHIRE PARK,WOOLWORTHS CALTEX,770 RICHMOND RD,2765,02 45726130,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,150.844812,-33.727343
NSW,LENNX HEAD,CALTEX,BYRON ST,2478,02 66876161,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,153.588244,-28.791777
NSW,EAST BALLINA,CALTEX,34 LINKS AVE,2478,02 66866444,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,153.583722,-28.851097
QLD,WANGAN,CALTEX,66 MEYER AVE,4871,07 40642265,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,146.005884,-17.578498
NSW,CAMDEN,CALTEX,21 BARSDEN ST CNR CAWDOR RD,2570,02 46558172,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,Y,150.691432,-34.058144
NSW,ARMIDALE,CALTEX,NEW ENGLAND HIGHWAY,2350,02 67729997,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,151.615879,-30.532014
NSW,TAMWORTH,CALTEX,KENT ST CNR KATHLEEN ST,2340,02 67628912,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,1,N,N,Y,150.918474,-31.103455
NSW,EAST TAMWORTH,CALTEX,360 ARMIDALE RD,2340,02 67669366,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,150.96139,-31.114475
WA,ROCKINGHAM,CALTEX WOOLWORTHS,29 DIXON ROAD,6168,08 95922443,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,115.7499,-32.277142
NSW,BARHAM,INDEPENDENT,6 MURRAY ST,2732,03 54532306,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,144.125942,-35.629881
NSW,KIRRAWEE,CALTEX,487 PRINCES HWY,2232,02 95424984,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,151.080263,-34.029833
