Name,LocationNo,Street,Town,State,Postcode,Phone,Unlead,PremiumUnlead,BPUltimate, E10, Diesel, Any_Autogas, Hours_24, Trailers, LPGBottle, Toilets, CarWash, CleanGo, SuperWash, Other, Pay, EFTPOS, GIFT_CARD, ATM, Restaurant, TruckStops, Express, BP_UltimateDiesel,Latitude,Longitude
BP Moonah,630,30 Main Rd,Moonah,TAS,7009,03 6228 4945,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,-42.84912739,147.2966208
BP Moonee Ponds,3204,795 Mt Alexander Road,Moonee Ponds,VIC,3039,03 9375 7305,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,,N,Y,Y,N,N,N,N,N,-37.76014918,144.920583
BP Moonee Vale,3811,Cnr Pascoe Vale Rd & Buckley St,Moonee Ponds,VIC,3039,03 9375 3256,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,-37.75814937,144.9264697
BP Moorabbin,7363,162 Chochranes Road,East Moorabbin,VIC,3189,03 9553 4873,Y,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,-37.94484086,145.0780734
BP Moore Greebah Rd RDD,7195,65 Greenbah Road,MOREE,NSW,2400,,Y,N,Y,,Y,,N,,N,,,,,,,,Y,,,,N,N,-29.4615383,149.8232243
BP MOOREFIELDS ROAD,5782,146-152 Moorefields Road,KINGSGROVE,NSW,2208,02 9740 6027,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.93555074,151.0862769
BP Mooroolbark,3283,103 Cardigan Rd,Mooroolbark,VIC,3138,03 9723 4207,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-37.78904561,145.3286943
BP Mooroopna,19,Cnr Echuca Rd & OBrien St,Mooroopna,VIC,3629,03 5825 3273,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-36.38618207,145.3561385
BP Mooroopna McLeannan Street,5489,105 Mclennan Street,Mooroopna,VIC,3629,03 5825 3000,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-36.39515327,145.3573008
BP Moranbah,904,Colliery St,Moranbah,QLD,4744,07 4941 5444,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-21.99283925,148.027401
BP Moree Truckstop,4447,Newell Hwy,Moree,NSW,2400,02 6752 6200,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-29.54877745,149.837906
BP Morley,6206,Cnr Walter Rd & Crimea St,Morley,WA,6062,08 9275 7522,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-31.89470298,115.9048256
BP Morrison Road,6092,226 Morrison Rd,Midvale,WA,6056,08 9250 1776,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-31.88622035,116.0309077
BP Mortlake,5514,61 Dunlop Street,Mortlake,VIC,3272,03 5599 2788,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-38.08105984,142.8033744
BP Morven Roadhouse,7199,Lot 59 Warrego Hwy,Morven,QLD,4468,07 4654 8246,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,,N,Y,Y,N,Y,N,N,N,-26.41092329,147.1266016
BP Moss Marine,4358,Cnr Harbour Rd & Hamilton St,Mackay,QLD,4740,07 4957 4340,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-21.12021273,149.1954397
BP Mossman,5732,68 Pringle Street,Mossman,QLD,4873,07 4098 1673,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,y,N,N,N,N,N,-16.48307114,145.3752026
BP Mount Barker,6621,Albany Hwy,Mount Barker,WA,6324,08 9851 1222,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,-34.61029642,117.658881
BP Mount Magnet,1914,55 Hepburn St,Mount Magnet,WA,6638,08 9963 4011,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-28.06470252,117.8480986
BP MOUNT THORELY,451,Lot 5 Mount Thorley Road,MOUNT THORLEY,NSW,2330,02 6574 6631,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-32.62160087,151.1035453
BP Moura,5907,44-46 Dawson Highway,MOURA,QLD,4718,07 4997 1088,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,,,Y,Y,Y,N,,N,N,-24.57454583,149.9473315
BP Mourilyan,5577,Bruce Highway,MOURILYAN,QLD,4858,07 4063 2106,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,y,N,N,N,N,N,-17.58186749,146.0407363
BP Mt Cotton,4979,1605 Mount Cotton Rd,Mount Cotton,QLD,4165,07 3206-6238,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-27.63747073,153.2395012
BP Mt Gambier Dca,1310,221 Jubilee Hwy,Mount Gambier,SA,5290,08 8724 7732,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,-37.81421614,140.7521013
BP Mt Isa,4616,5 Station St,Mount Isa,QLD,4825,07 4743 2521,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,-20.7270925,139.4856398
BP Mt Waverley,5987,208 Waverley Road,MOUNT WAVERLEY,VIC,3149,03 9807 0139,Y,Y,Y,N,Y,Y,N,,,,,,,,,,Y,,,,N,N,-37.88262907,145.1100619
BP Mudgee,2022,77 Church St,Mudgee,NSW,2850,02 6372 7555,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-32.59540141,149.5879802
BP Mulgrave,1431,395 Mulgrave Rd,Cairns,QLD,4870,07 40541165,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-16.9383666,145.7461884
BP Mullaloo,6202,101 Dampier Av,Mullaloo,WA,6025,08 9401 9010,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-31.79067652,115.7451412
BP Munduberra,7407,31 Bouverie St,Mundubbera,QLD,4626,07 4165 3500,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-25.5883582,151.2996455
BP Murtoa Dca,3640,Cnr Marma & Duncan Streets,Horsham,VIC,3400,03 5381 1099,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,-36.71313149,142.1999084
BP Murwillumbah,1553,216 Tweed Valley Way,Murwillumbah,NSW,2484,02 6672 8355,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-28.3676123,153.4120758
BP Muswellbrook,1268,Corner Of Maitland Street And Sydney Street,MUSWELLBROOK ,NSW,2333,02 6543 2022,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-32.26809293,150.8868682
BP Muswellbrook East,7170,Lot 2 139-145 Maitland St,Muswellbrook,NSW,2333,02 6541 0028,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-32.28178282,150.9010045
BP Nambour Depot,4115,3 BLI BLI ROAD,NAMBOUR,QLD,4560,07 5441 7856,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-26.61734778,152.9742281
BP Nanango,4599,3 King St,Nanango,QLD,4615,07 4163 1175,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-26.67856265,151.9973388
BP Narrabri,1273,65 Cooma Rd,Narrabri,NSW,2390,02 6792 4427,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,-30.33515677,149.7696384
BP Narrogin,6151,37 Federal Street,Narrogin,WA,6312,08 9881 3383,Y,N,N,N,Y,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,-32.93248618,117.17884
BP Narrogin Depot,6838,4 Federal St,Narrogin,WA,6312,08 9881 1962,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,-32.92873539,117.1777276
BP Nebo Junction Cafe,5596,CNR Peak Downs Hwy & Suttor Development Road,Nebo,QLD,4742,07 4949 4200,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-21.63438816,148.6936456
BP Nelson,8625,Main Rd,Nelson,VIC,3292,08 8738 4142,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-38.04783672,141.0090701
BP Nerang,1621,Gilston Rd,Nerang,QLD,4211,07 5578 4088,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-28.00385312,153.3222967
BP New Lambton,1353,105 St James Rd,New Lambton,NSW,2305,02 4957 1271,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-32.92903488,151.7156278
BP Newcastle West,5550,113 Parry Street,Newcastle West,NSW,2302,02 4962 2483,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-32.925514,151.755735
BP Newnham,618,117 Georgetown Rd,Newnham,TAS,7248,03 6326 2784,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-41.38477916,147.127605
BP Nhulunbuy,9317,Matthew Flinders Way,Nhulunbuy,NT,880,08 8987 1122,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-12.18551139,136.7868374
BP Nightcliff,9325,26 Progress Dr,Nightcliff,NT,810,08 8985 3374,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-12.38783425,130.8519433
BP Noonans Garage,1671,161 Waterworks Rd,Ashgrove,QLD,4060,07 3366 4138,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-27.44585646,152.9975166
BP Noosaville,5595,Weyba Road,Noosaville,QLD,4566,07 5449 7039,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,-26.40408092,153.0747136
BP Noranda,6182,40 Benara Rd,Noranda,WA,6062,08 9276 5353,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,-31.87574784,115.8945304
BP Normanhurst,935,155 Pennant Hills Rd,Normanhurst,NSW,2076,02 9484 4258,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.72467282,151.0900866
BP Norseman,6235,Cnr Eyre & Esperance Hwys,Norseman,WA,6443,08 9039 1010,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-32.18538061,121.778467
BP North Albury,3147,Cnr Hume Hwy & Thurgoona Dr,North Albury,NSW,2640,02 6040 2299,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,-36.04499909,146.9958931
BP North Ballina,4313,Bangalow Rd,North Ballina,NSW,2478,02 6686 0483,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-28.85912837,153.5644243
BP North Bundaberg,6960,64 Mt Perry Rd,Bundaberg,QLD,4670,07 4152 4693,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-24.85136635,152.32848
BP North Dandenong,3253,Cnr Stud Rd and Heatherton Rd,Dandenong,VIC,3175,03 9791 8449,Y,Y,Y,N,Y,Y,N,,,,,,,,,,,,,,N,N,-37.97107971,145.2234057
BP North Glenrowan,3295,Hume Hwy,Glenrowan,VIC,3675,03 5766 2614,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,-36.46440317,146.2161962
BP North Maclean,4361,Cnr Mount Lindesay Hwy & Wearing Road,North Maclean,QLD,4280,07 5546 9341,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,-27.77519059,153.0138456
BP North Manly,9546,504 Pittwater Rd,North Manly,NSW,2100,02 9905 3578,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.77516375,151.2706197
BP North Richmond,8442,9 Bells Line Rd,North Richmond,NSW,2754,02 4571 3306,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.58308838,150.7223492
BP North Rocks,9547,369 North Rocks Rd,North Rocks,NSW,2151,02 9871 2522,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,-33.77739984,151.0127977
BP North Terrace,621,36 North Tce,Burnie,TAS,7320,03 6431 3797,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,-41.04743465,145.9010474
BP North Urunga,5477,8451 Pacific Hwy,North Urunga,NSW,2455,02 6655 6166,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-30.48611032,153.0087015
BP North Wilberforce,5575,362 Singleton Road,WILBERFORCE,NSW,2756,02 4576 3401,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-33.53601365,150.8347769
BP North Willoughby,7240,157 Penhurst Street,WILLOUGHBY,NSW,2068,02 9413 3959,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,-33.7979339,151.1981978
BP North Wyong,1032,6B Amy Close,Wyong,NSW,2259,02 4353 0699,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,,N,Y,Y,N,Y,N,N,N,-33.26807814,151.4357871
BP Northampton,6322,Lot 30 Hampton Rd,Northampton,WA,6535,08 9934 1105,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,-28.36322691,114.6348915
BP Northbound Forest Glen,4528,Bruce Hwy,Forest Glen,QLD,4556,07 5477 1033,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,-22.05707839,149.4911557
BP Northend,4211,Cnr Of North & Ruthven St,Toowoomba,QLD,4350,07 4632 6510,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,-27.54197576,151.9539803
BP Northgate,1483,215 Toombul Rd,Northgate,QLD,4013,07 3266 1377,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-27.3930641,153.0725045
BP Northpoint T/Stop,5783,CNR Scanlon Drive & Cooper Street,Epping,VIC,3076,03 9401 1881,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,-37.64852218,144.9947046
BP Nuriootpa,5925,Cnr Tanunda & New Rds,Nuriootpa,SA,5355,08 8562 2627,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-34.47600045,138.9949481
BP Nyah,5460,2599 Murray Valley Highway,Nyah,VIC,3594,03 5030 2313,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-35.18625254,143.3765158
BP Oak Street,973,Oak St & Tropical Ave,Andergrove,QLD,4740,07 4955 7455,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-21.0968859,149.1838048
BP Oakes,944,Cnr Oakes & Aiken Rds,West Pennant Hills,NSW,2125,02 9871 7850,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-33.74575664,151.0485698
BP Oakey,1977,20 Campbell St,Oakey,QLD,4401,07 4691 1478,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-27.44100893,151.7201928
BP Oakleigh,5592,1523 Dandenong Road,Oakleigh,VIC,3166,03 9563 4377,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-37.89290661,145.0901211
BP Oban Road,3231,Cnr of Old Lilydale Road & Maroondah Hwy,Ringwood,VIC,3134,03 9879 6490,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,-37.79785761,145.2539035
BP Oman Ama,1599,Cunningham Highway,Oman Ama,QLD,4352,07 4652 4151,Y,Y,n,n,Y,n,n,n,n,Y,n,n,n,,n,Y,n,n,n,n,n,n,-28.38646733,151.3297289
BP On Albert,2686,Albert St,South Rockhampton,QLD,4700,07 4927 9343,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-23.37465382,150.5031616
BP On the Run  Brighton,5345,480 - 484 Brighton Rd,Brighton,SA,5048,08 8358 1210,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,-35.0200521,138.5236874
BP On The Run  Kilkenny,5352,61A David Tce,Kilkenny,SA,5011,08 8445 7802,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,-34.88320687,138.5489094
BP On the Run Alberton,5532,156 Port Road,Alberton,SA,5014,08 8447 4777,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,-34.85916425,138.5129714
BP On the Run Angle Park,5820,610 South Road,Angle Park,SA,5010,08 8244 5933,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,-34.85600941,138.5648439
BP On the Run Athelstone,113,310 Gorge Road,Athelstone,SA,5076,08 8337 7948,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,Y,-34.87166976,138.700245
BP On the Run Blackwood,5810,202 Main North Road,Blackwood,SA,5051,08 8178 0599,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,-35.01708617,138.6162092
BP On the Run Broadview,9099,150 Hampstead Rd,Broadview,SA,5083,08 8261 1855,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,-34.86854587,138.6185109
BP On the Run Cavan,5203,144-146 Port Wakefield Rd,Cavan,SA,5094,08 8359 1333,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,-34.83074358,138.5993321
BP On the Run Christies Beach,3072,124 Beach Rd,Christies Beach,SA,5165,08 8384 4510,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,-35.1390825,138.4838232
BP On the Run Clarence Park,5600,340 Goodwood Road,Clarence Park,SA,5034,08 8357 0711,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,,N,Y,Y,Y,Y,N,N,Y,-34.96557502,138.5907362
BP On the Run Coastline,9117,35 Gulfview Rd,Christies Beach,SA,5165,08 8382 1864,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-35.13053288,138.4750721
BP On the Run Croydon,3086,231 - 237 South Road,Ridleyton,SA,5008,08 8241 7599,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,-34.89007966,138.5698434
BP On the Run Darlington,5945,1483 South Rd,Darlington,SA,5047,08 8296 4032,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,-34.92855819,138.5700304
BP On the Run Davoren Park,6750,41 Peachy Rd,Davoren Park,SA,5113,08 8252 4068,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,-34.69769647,138.6656416
BP On the Run Dernancourt,5942,819-821 Lower North East Rd,Dernancourt,SA,5075,08 8165 0794,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,-34.86253119,138.680774
BP On the Run Erindale,5098,372 Kingston Road,Erindale,SA,5066,08 8332 1245,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-34.92595083,138.6625954
BP On the Run Evandale,4650,89 Portrush Rd,Evandale,SA,5069,08 8132 1727,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,-34.9040302,138.6396661
BP On the Run Flinders Park,5966,150 GRANGE ROAD,FLINDERS PARK,SA,5025,08 8340 4390,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,-34.90468965,138.5516355
BP On the Run Fulham,5972,510 Henly Beach Rd,Fulham,SA,5024,08 8355 0344,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,-34.92618347,138.5178758
BP On the Run Hazelwood Park,5795,560 GLYNBURN ROAD,HAZELWOOD PARK,SA,5066,08 8332 5166,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,-34.94092111,138.6602946
BP On the Run Hillcrest,5950,431 North East Rd,Hillcrest,SA,5086,08 8261 2880,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,-34.86475278,138.6453841
BP On the Run Holden Hill,5965,724 North East Road,Holden Hill,SA,5088,08 8833 9777,Y,Y,Y,N,N,Y,N,N,N,N,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,-34.84784844,138.6703462
BP On the Run Hyde Park,9122,17 King William Road,Unley,SA,5061,08 8271 4333,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,Y,-34.9430498,138.6003273
BP On The Run Kensington,5949,294 The Parade,KENSINGTON,SA,5068,08 8333 9760,Y,Y,N,N,Y,Y,Y,N,Y,,N,,N,N,N,,Y,Y,N,N,,Y,-34.92110869,138.6433548
BP On The Run Kilburn,5344,427 Churchhill Rd,Kilburn,SA,5084,08 8260 4433,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,-34.8597468,138.5835246
BP On The Run Kurrulta Park,5898,490 South Rd,Kurrulta Park,SA,5037,08 8351 6766,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,-34.94680239,138.5713926
BP On The Run Newton,5957,72 Gorge Rd,Newton,SA,5074,08 8337 3555,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,-34.87658182,138.6737404
BP On The Run Norwood,5772,76 The Parade,Norwood,SA,5067,08 8363 6127,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,Y,-34.92165864,138.630163
BP On The Run Parabanks,4745,106 - 110 Salisbury Highway,Salisbury,SA,5108,08 8281 4914,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,-34.76452487,138.6399628
BP On The Run Pasadena,5513,14 Fiveash Drive (Cnr Painter),Pasadena,SA,5042,08 8277 5755,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,Y,-35.00090924,138.5916172
BP On The Run Phillip Highway,4655,Cnr Phillip Hwy & Short Rd,Elizabeth,SA,5112,08 8252 7399,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-34.72276489,138.6685293
BP On The Run Plympton,5939,279 Anzac Highway,Plympton,SA,5038,08 82937870,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,-34.96340449,138.5552233
BP On The Run Pooraka,5225,126 Bridge Rd,Pooraka,SA,5095,08 8262 4332,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,-34.82818594,138.6319282
BP On The Run Roseville,9021,125 Grand Junction Rd,Rosewater,SA,5013,08 8447 1819,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,-34.85155841,138.52455
BP On The Run Shandon,5346,356 Tapley Hill Rd,Seaton,SA,5023,08 8353 6546,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,-34.9019189,138.5140702
BP On The Run St Marys,5518,1181 South Road,St Marys,SA,5042,08 8357 5911,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,-34.99747332,138.5753517
BP On The Run Stepney,94,90 Payneham Road,Stepney,SA,5069,08 8362 8699,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-34.91013838,138.6275627
BP On The Run Wayville,92,51 GOODWOOD ROAD,WAYVILLE,SA,5034,08 8373 6077,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-34.94615949,138.5894212
BP On The Run West Beach,5775,89 Military Road,West Beach,SA,5024,08 8235 9496,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,-34.9374538,138.5016542
BP On The Run West Terrace,3171,41 - 49 West Tce,Adelaide,SA,5000,08 8410 6888,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,-34.92549917,138.5878043
BP On The Run Woodville Park,9208,81 David Tce,Woodville Park,SA,5011,08 8445 1399,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,-34.88073457,138.5499621
BP On The Run Woodville West,5941,940 Port Rd,Woodville West,SA,5011,08 8244 1572,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,-34.87727878,138.5295466
BP On Yaamba,7083,Cnr Richardson & Yaamba Rds,Rockhampton North,QLD,4701,07 4928 2047,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-23.34170055,150.5201757
BP One Stop - Warrnambool,3545,98 Mortlake Road,Warrnambool,VIC,3280,03 5561 1353,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-38.36693172,142.4938695
