Name, LocationNo, Street, Town, State, Postcode, Phone, Unlead, PremiumUnlead, BPUltimate, E10, Diesel, Any_Autogas, Hours_24, Trailers, LPGBottle, Toilets, CarWash, CleanGo, SuperWash, Other, Pay, EFTPOS, GIFT_CARD, ATM, Restaurant, TruckStops, Express, BP_UltimateDiesel,
BP Connect Bayside Gateway,4216,cnr Nepean Hwy and North Rd,East Brighton,VIC,3187,03 9596 3288,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,
BP Connect Beaumauris,6103,Cnr Prendiville Dr & Marmion Ave,Ocean Reef,WA,6027,08 9300 4905,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Belair,9094,1 Main St,Belair,SA,5052,08 8278 1547,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Blacksoil,1463,1420 Warrego Highway,Blacksoil,QLD,4306,07 3201 8281,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,Y,
BP Connect Bondi,782,185 Bondi Rd,Bondi,NSW,2026,02 9387 1448,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Bowen Bridge,1410,44 Bowen Bridge Rd,Herston,QLD,4006,07 3252 4291,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,
BP Connect Bribie Island,786,Cnr Goodwin Dve & Hornsby Rd,Bribie Island,QLD,4507,07 3410 0211,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Cabarita,3208,54 Marine Parade,Elwood,VIC,3184,03 9534 2435,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Caboolture North,1672,North Bound Bound Bruce Hwy,Caboolture,QLD,4510,07 5433 0533,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,N,
BP Connect Caboolture South,1677,South Bound Bruce Hwy,Caboolture,QLD,4510,07 5433 0457,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,
BP Connect Camperdown,2292,Corner Of Parramatta Road And Missenden Road,Camperdown,NSW,2050,02 9519 6330,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Connect Caringbah,806,Cnr Captain Cook Dve & Cawarra Rd,CARINGBAH,NSW,2229,02 9540 2029,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Carlingford,2267,712  Pennant Hills Road,Carlingford,NSW,2118,02 9872 5310,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Carlisle,6218,Cnr Archer & Orrong Rd,Carlisle,WA,6101,08 9361 7210,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Caroline Springs,4421,Corner Of Western Highway And Caroline Springs Boulevard,Caroline Springs,VIC,3023,03 8361 8401,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Chatsworth,2265,115 Mamre Rd,St Marys,NSW,2760,02 9623 1019,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Chinderah,2424,68-89 Ozone Street,CHINDERAH,NSW,2487,02 6674 0896,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,
BP Connect Clarendon,3759,322 City Road,Southbank,VIC,3006,03 9699 8095,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP Connect Coomera North,1933,Cnr Pacific Hwy & Abraham Rd,Upper Coomera,QLD,4210,07 5502 8004,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,
BP Connect Corford,3276,402 - 412 Melbourne Rd,Norlane,VIC,3214,03 5278 1661,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Cronulla,821,Cnr Kingsway & Wilbar Ave,Cronulla,NSW,2230,02 95276042,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Connect Currambine,6427,Burns Beach Rd,Currambine,WA,6028,08 9305 3222,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Eagle Vale,2806,Cnr Eagle Vale Dr & Gould Rd,Eagle Vale,NSW,2558,02 9824 7146,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect East Perth,5365,Corner Of East Parade And Brown Street,East Perth,WA,6004,08 9421 1280,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Elizabeth Vale,5204,Cnr Main North Rd & Hogarth Rd,Elizabeth Vale,SA,5112,08 8287 2444,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,
BP Connect Eltham,259,Cnr Main Rd & Beard St,Eltham,VIC,3095,03 9439 7213,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,
BP Connect Ferny Grove,4251,1312 Samford Rd,Ferny Grove,QLD,4055,07 3351 4460,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Glendenning,2127,646 Richmond Rd,Glendenning,NSW,2761,02 9677 0633,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Connect Glenelg,5974,66 Brighton Rd,Glenelg,SA,5045,08 8295 4447,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Glenunga,5973,303 Glen Osmond Rd,Glenunga,SA,5064,08 8379 8447,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Golden Grove,5055,Cnr Helicon Dr & The Golden Way,Golden Grove,SA,5125,08 8289 0977,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Hamilton,1490,126 Kingsford Smith Drive,Hamilton,QLD,4007,07 3262 5581,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Heatherbrae,2143,269 Pacific Hwy,Heatherbrae,NSW,2324,02 4987 4495,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Kallangur,4227,Cnr Anzac Ave & Mcbain St,Kallangur,QLD,4503,07 3886 1025,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Karrinyup,6210,Cnr Karrinyup Rd & Burroughs Ave,Karrinyup,WA,6018,08 9341 4999,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Kellyville,2250,19 - 21 Windsor Rd,Kellyville,NSW,2155,02 9629 4113,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Kennedy Drive,4609,Corner Of Kennedy Drive And Ducat Street,TWEED HEADS,NSW,2485,07 5536 1644,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Kingsford,9526,368 Anzac Pde,Kingsford,NSW,2032,02 9663 5372,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Kwinana Hub,6178,Cnr Gilmore Ave & Chisam St,Parmelia,WA,6167,08 9419 1558,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Labrador,4214,Corner Of Frank Street And Baker Avenue,Labrador,QLD,4215,07 5531 3281,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Loganholme,8142,4120 Pacific Motorway,LOGANHOLME,QLD,4129,07 3801 3277,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,
BP Connect Macarthur,2246,Corner Of Campbelltown Road And Blaxland Road,Campbelltown North,NSW,2560,02 4628 0899,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP Connect Main Street,6213,Cnr Main & Royal Sts,Osborne Park,WA,6017,08 9349 2244,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Mandurah Forum,6185,330 Pinjarra Rd,Mandurah,WA,6210,08 9581 5248,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,
BP Connect Maroochy Plaza,4612,185 Maroochydore Rd,Maroochydore,QLD,4558,07 5443 8433,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,
BP Connect Mentone,3145,Cnr Of Boundary Road And Lower Dandenong Road,Braeside,VIC,3195,03 9587 6370,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,
BP Connect Merrimac,292,Cnr Ghilgai Rd & Gooding Dr,Merrimac,QLD,4226,07 5522 9066,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Merriwa,6601,Cnr Hester Ave & Ridgewood Blvd,Merriwa,WA,6030,08 9305 8531,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Mile End,5937,95 Henley Beach Rd,Mile End,SA,5031,08 8352 6333,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Minchinbury,2209,1055 Great Western Hwy,Minchinbury,NSW,2770,02 9625 8743,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Connect Mitchell Park,5936,843 Marion Rd,Mitchell Park,SA,5043,08 8276 6598,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Morayfield,4355,249 Morayfield Rd,Morayfield,QLD,4506,07 5498 6645,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Mortdale,923,21 Boundary Rd,Mortdale,NSW,2223,02 9580 3806,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Mosman,9542,Corner Of Avenue Road And Cowles Road,Mosman,NSW,2088,02 9969 4013,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,
BP Connect Mt Warren Park,7048,Cnr Mount Warren Park Blvd,Mount Warren Park,QLD,4207,07 3807 5132,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Munno Para,5310,43 - 45 Main North Rd,Smithfield,SA,5114,08 8254 6075,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Myaree,1840,246 Leach Hwy,Myaree,WA,6154,08 9317 4233,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,
BP Connect Narangba,699,Cnr Oakey Flat Road & New Settlement Rd,Narangba,QLD,4504,07 3886 7733,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,
BP Connect Naremburn,9544,169 Willoughby Rd,Naremburn,NSW,2065,02 9436 3990,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,
BP Connect Nookenburra,6196,386 Scarborough Beach Rd,Innaloo,WA,6018,08 9244 2322,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,
BP Connect North Lakes,5591,1648 Anzac Avenue,North Lakes,QLD,4509,07 3385 0005,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect North Perth,6426,Cnr Scarborough Beach Rd & Charles St,North Perth,WA,6006,08 9443 4111,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,
BP Connect Northpoint,5722,CNR Scanlon Drive & Cooper Street,Epping,VIC,3076,03 9401 4188,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Norwest,2186,2 Celebration Drive,Bella Vista,NSW,2153,02 9836 5438,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect On Tor,8366,Cnr Tor St & Hursley Rd,Newtown,QLD,4350,07 4633 3999,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Oxenford,4210,5 Old Pacific Highway,Oxenford,QLD,4210,07 5573 1239,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Padbury,6222,Cnr Marmion Ave & Warburton St,Padbury,WA,6025,08 9401 6644,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Pakenham,3859,92 - 96 Princes Hwy,Pakenham,VIC,3810,03 5940 2440,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Connect Palm Springs,6255,Cnr Warnbro Sound Ave & Haliburt St,Warnbro,WA,6169,08 9593 4441,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Palms Corner,1488,Currie Street,NAMBOUR,QLD,4560,07 5441 2312,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,
BP Connect Paralowie,5299,Cnr Port Wakefield & Bolivar Rds,Paralowie,SA,5108,08 8281 7933,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Parramatta,939,435 Church St,Parramatta,NSW,2150,02 9630 1077,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Phoenix,6443,Cnr Rockingham & Phoenix Rds,Spearwood,WA,6163,08 9434 5344,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,
BP Connect Plaza,4263,Cnr Moggill Rd & Cedarleigh Rds,Kenmore,QLD,4069,07 3878 9648,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Prospect,5951,70 Prospect Rd,Prospect,SA,5082,08 8269 3500,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Quakers Hill,2804,45 Hambledon Rd,Quakers Hill,NSW,2763,02 9837 2470,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Regent Street,964,116 Regent St,Redfern,NSW,2016,02 9310 4717,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Revesby,2404,Corner Of Milperra Road And The River Road,Revesby North,NSW,2212,02 9771 2233,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Riawena Road,1591,Cnr Riawena Road And Perrin Place,Salisbury,QLD,4107,07 3275 1654,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,
BP Connect Riverton,6186,339 High Rd,Riverton,WA,6148,08 9354 5466,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Rockingham Park,6172,Challgrove St & Read St,Rockingham,WA,6168,08 9527 2092,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Rosehill,2644,Hassall & James Ruse Dr,Rosehill,NSW,2142,02 9689 2342,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Rozelle,9562,Corner Of Victoria Road And Evans Street,Rozelle,NSW,2039,02 9810 8494,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP connect Runway,5584,Cnr Butler Rd & General Holmes,Mascot,NSW,2019,02 8338 0873,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Salisbury,5211,105 Park Tce,Salisbury,SA,5108,08 8258 1113,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Seaview,3687,Cnr Weir St & Point Nepean Rd,Rye,VIC,3941,03 5985 5534,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Seven Hills,1037,Abbott Road,Seven Hills,NSW,2147,02 9838 0671,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect South Perth,6192,9 Mends St,South Perth,WA,6151,08 9368 1156,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Southern,9058,131 Main South Rd,Morphett Vale,SA,5162,08 8384 3366,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Springwood,4239,3388 Pacific Motorway,Springwood,QLD,4127,07 3208 6481,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect St Marys,2195,76 Glossop St,St Marys,NSW,2760,02 9623 0558,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Connect Stapylton,1937,Cnr Pacific Hwy & Stapylton - Jacobs Well Rd,Stapylton,QLD,4207,07 3807 0750,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,N,
BP Connect Sydenham,9569,339 Princes Hwy,Sydenham,NSW,2044,02 9550 3164,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,
BP Connect Thomsons Lake,5992,Cnr Beeliar Dr & North Lake Rd,Success,WA,6164,08 9498 5966,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Thornleigh,2204,Corner Of Pennant Hills Road And Parkes Street,Thornleigh,NSW,2120,02 9481 8784,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Connect Wellington Road,6201,261 Walter Rd,Morley,WA,6062,08 9375 3699,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Wembley,6211,240 Cambridge St,Wembley,WA,6014,08 9381 1000,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,
BP Connect West Coast,6203,Cnr Scarborough Beach Rd & West Coast Hwy,Scarborough,WA,6019,08 9245 3366,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Westbourne Park,9199,427 Goodwood Rd,Westbourne Park,SA,5041,08 8272 9918,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Connect Wiley Park,827,24 - 42 King Georges Rd,Wiley Park,NSW,2195,02 9758 0355,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Connect Woodcroft,2805,Corner Of Woodcroft Drive And Richmond Road,Woodcroft,NSW,2767,02 9831 8979,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,
BP Connect Woollahra,1029,39 Vernon St,Woollahra,NSW,2025,02 9369 2289,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP ConnectThe Tulla,1684,Cnr Centre Rd & Melbourne Dr,Melbourne Airport,VIC,3045,03 9310 4622,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Coolongolook,6396,Pacific Highway,Coolongolook,NSW,2423,02 4997 7230,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,N,Y,Y,N,N,N,
BP Coolum Beach,1584,54 Beach Rd,Coolum Beach,QLD,4573,07 5473 9099,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Coonalpyn,9056,1 Dukes Hwy,Coonalpyn,SA,5265,08 8571 1233,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Cooroy Supermart,346,28 Elm St,Cooroy,QLD,4563,07 5447 6375,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Coraki,5639,104 Queen Elizabeth Drive,Coraki,NSW,2471,02 6683 2074,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Cornwall,4280,Cnr Cornwall St & Cleveland St,Greenslopes,QLD,4120,07 3397 5029,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Corryong,5593,21 Towong Road,CORRYONG,VIC,3707,02 6076-1151,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Coutts Crossing Store,1576,9 Armidale Rd,Grafton,NSW,2460,02 6649 3205,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,
BP Crafers,9125,3 Main St,Crafers,SA,5152,08 8339 1746,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Craigieburn,5414,72 Hanson Road,Craigieburn,VIC,3064,03 93081817,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Crossroads,2216,Cnr Hume Hwy & Pine Ave,Casula,NSW,2170,02 9602 8394,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,
BP Crystal Brook,6334,Lot 78 Crystal Brook Road And Gladys Road,Lesmurdie,WA,6076,08 9291 6381,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,Y,
BP Crystal Brook Eyre Rd,6967,68 Eyre Road,Crystal Brook,SA,5523,08 8636 2222,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP Cunnamulla,1427,10 Emma Street,Cunnamulla,QLD,4490,07 4655 1179,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,
BP Dalby,1429,Cnr Drayton & Pratten St,Dalby,QLD,4405,07 4662 2938,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Dalrymple,1430,76 Pilkington St,Garbutt,QLD,4814,07 4779 2119,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Dandenong,3940,Cnr Princes Highway & Potter St,Dandenong,VIC,3175,03 9792 3796,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Dandenong Truckstop,5982,175-187 Greens Road,Dandenong,VIC,3175,03 9792 0664,Y,Y,Y,,Y,Y,N,,,,,,,,,,,,,Y,N,N,
BP Darling Street,9561,551 Darling St,Rozelle,NSW,2039,02 9555 8348,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,
BP Darwin City,4116,89 Smith St,Darwin,NT,800,08 8947 2330,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Davies Road,5567,9 DAVIES ROAD,PADSTOW,NSW,2211,02 9774 4331,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP Daylesford,3502,143 Vincent St,Daylesford,VIC,3460,03 5348 3804,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Deception Bay,4160,555 Deception Bay Rd,Deception Bay,QLD,4508,07 3203 2423,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Del Park,7318,1 Del Park Rd,North Dandalup,WA,6207,08 9530 1229,Y,,Y,,Y,Y,,,,,,,,,,Y,,,,,n,,
BP Deniliquin,348,Cnr Hardinge & Sloane Sts,Deniliquin,NSW,2710,03 5881 2411,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,
BP Denistone East,5748,295 Quarry Road,Ryde,NSW,2112,02 9807 1449,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Denmark,6660,14 High St,Denmark,WA,6333,08 9848 2700,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Depot - Warrnambool,3141,17 Albert Street,Warrnambool,VIC,3280,03 5562 2604,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,
BP Depot Gladstone,7286,69 Hanson Road,GLADSTONE,QLD,4680,07 4976 6500,Y,Y,N,,Y,,N,,N,,,,,,,,Y,,,,N,N,
